order_id,order_date,customer_id,product_name,product_category,quantity,unit_price,country,invoice_status
ORD-2024-100152,2024-04-07,C1112,Notebook Set,Stationery,-1,13.02,Germany,Returned
ORD-2025-100153,2025-01-30,C1119,Ergonomic Chair,Home Office,4,213.41,Netherlands,Completed
ORD-2024-100154,2024-01-02,C1075,Resistance Bands,Wellness,1,14.08,Italy,Completed
ORD-2024-100155,2024-03-17,C1042,Resistance Bands,Wellness,2,14.92,Spain,Completed
ORD-2024-100156,2024-06-13,C1030,Gel Pen Pack,Stationery,5,9.71,Spain,Completed
ORD-2025-100157,2025-03-14,C1095,Desk Lamp,Home Office,4,29.78,Spain,Completed
ORD-2024-100158,2024-12-05,C1019,Notebook Set,Stationery,4,13.58,United States,Completed
ORD-2024-100159,14-09-2024,C1012,Noise-Canceling Headphones,Electronics,-2,123.44,Germany,Returned
ORD-2024-100160,2024-08-21,C1111,Planner,Stationery,1,16.08,United Kingdom,Completed
ORD-2024-100161,2024-08-28,C1079,USB-C Hub,Electronics,4,37.17,Spain,Cancelled
ORD-2024-100162,2024-02-11,C1109,Reusable Water Bottle,Kitchen,5,24.33,Spain,Completed
ORD-2024-100163,2024-11-16,C1111,Standing Desk Mat,Home Office,3,48.5,United States,Completed
ORD-2024-100164,2024-02-05,C1036,Travel Mug,Kitchen,1,17.41,Germany,Completed
ORD-2024-100165,2024-02-20,C1012,Notebook Set,Stationery,4,13.78,United Kingdom,Completed
ORD-2024-100166,2024-06-02,C1101,Coffee Grinder,Kitchen,-1,68.24,Netherlands,Returned
ORD-2024-100167,2024-07-10,C1052,Standing Desk Mat,Home Office,2,41.55,United Kingdom,Completed
ORD-2024-100168,2024-03-30,C1079,Noise-Canceling Headphones,Electronics,1,144.45,France,Cancelled
ORD-2024-100169,2024-10-25,C1032,Gel Pen Pack,Stationery,1,8.39,Netherlands,Completed
ORD-2024-100170,2024-01-05,C1036,Reusable Water Bottle,Kitchen,-1,21.77,United Kingdom,Cancelled
ORD-2024-100171,2024-08-14,C1038,USB-C Hub,Electronics,-1,45.84,Spain,Returned
ORD-2024-100172,2024-05-08,C1049,Coffee Grinder,Kitchen,2,74.31,Germany,Completed
ORD-2024-100173,2024-07-14,C1089,Desk Lamp,Home Office,3,35.27,United States,Completed
ORD-2024-100174,2024-12-03,,Resistance Bands,Wellness,2,12.78,United States,Cancelled
ORD-2024-100175,2024-11-06,C1115,Air Purifier Filter,Wellness,4,34.1,France,Completed
ORD-2025-100176,2025-02-14,C1079,Travel Mug,Kitchen,2,17.18,United Kingdom,Completed
ORD-2024-100177,2024-02-19,C1039,Reusable Water Bottle,Kitchen,-1,22.97,United States,Returned
ORD-2024-100178,2024-07-05,C1037,Travel Mug,Kitchen,4,14.47,Spain,Completed
ORD-2024-100179,2024-04-12,C1124,Noise-Canceling Headphones,Electronics,1,131.53,Netherlands,Completed
ORD-2024-100180,2024-03-25,C1061,Resistance Bands,Wellness,1,16.45,Canada,Completed
ORD-2024-100181,2024-02-28,C1096,Yoga Mat,Wellness,2,24.43,Spain,Completed
ORD-2025-100182,2025-02-15,C1050,Resistance Bands,Wellness,3,13.15,Netherlands,Completed
ORD-2024-100183,2024-03-04,C1086,Planner,Stationery,2,18.93,Spain,Completed
ORD-2024-100184,2024-11-22,C1029,Resistance Bands,Wellness,-1,13.23,United States,Returned
ORD-2025-100185,03/28/2025,C1078,Travel Mug,Kitchen,-1,15.65,Germany,Returned
ORD-2025-100186,2025-02-25,C1083,Reusable Water Bottle,Kitchen,2,23.33,Germany,Completed
ORD-2024-100187,2024-01-24,C1063,Noise-Canceling Headphones,Electronics,-1,122.36,Germany,Returned
ORD-2025-100188,2025-03-30,C1047,Desk Lamp,Home Office,2,33.35,Spain,Cancelled
ORD-2025-100189,2025-01-15,C1083,Travel Mug,Kitchen,3,18.41,Italy,Completed
ORD-2024-100190,2024-07-27,C1088,Travel Mug,Kitchen,-1,15.41,France,Returned
ORD-2024-100191,2024-08-15,C1012,Gel Pen Pack,Stationery,-1,9.4,Canada,Cancelled
ORD-2024-100192,2024-11-26,C1024,Planner,Stationery,2,17.45,Italy,Completed
ORD-2024-100193,2024-12-05,C1124,USB-C Hub,Electronics,1,41.66,United States,Completed
ORD-2024-100194,2024-06-19,C1072,Yoga Mat,Wellness,1,24.86,Germany,Completed
ORD-2025-100195,2025-01-26,C1104,Resistance Bands,Wellness,3,15.38,Canada,Completed
ORD-2024-100196,2024-03-16,C1035,Yoga Mat,Wellness,4,28.81,United Kingdom,Completed
ORD-2024-100197,2024-05-08,C1110,Planner,Stationery,4,15.89,United Kingdom,Completed
ORD-2024-100198,2024-07-02,C1041,Wireless Mouse,Electronics,4,23.03,United Kingdom,Completed
ORD-2024-100199,2024-01-27,C1014,Ergonomic Chair,Home Office,1,213.81,Germany,Processing
ORD-2024-100200,2024-08-17,C1013,Gel Pen Pack,Stationery,4,8.52,France,Completed
ORD-2024-100201,2024-01-23,C1084,Travel Mug,Kitchen,3,18.52,Netherlands,Cancelled
ORD-2024-100202,2024-11-25,C1061,Gel Pen Pack,Stationery,-2,7.37,Spain,Returned
ORD-2024-100203,2024-02-25,,Reusable Water Bottle,Kitchen,2,24.7,Canada,Completed
ORD-2024-100204,2024-03-16,C1081,Travel Mug,Kitchen,1,15.39,Canada,Completed
ORD-2024-100205,2024-11-01,C1077,Notebook Set,Stationery,2,12.81,Germany,Completed
ORD-2024-100206,2024-12-25,C1112,Yoga Mat,Wellness,1,29.3,France,Returned
ORD-2024-100207,2024-08-19,C1105,Notebook Set,Stationery,5,12.65,Spain,Completed
ORD-2025-100208,2025-01-08,C1085,Notebook Set,Stationery,1,12.7,Canada,Completed
ORD-2024-100209,2024-12-17,C1106,Noise-Canceling Headphones,Electronics,-1,113.11,Germany,Returned
ORD-2024-100210,2024-02-19,C1016,Notebook Set,Stationery,4,12.49,United States,Completed
ORD-2024-100211,2024-10-14,C1052,Travel Mug,Kitchen,3,17.34,Spain,Completed
ORD-2025-100212,04-01-2025,C1039,Resistance Bands,Wellness,1,14.03,Germany,Completed
ORD-2024-100213,2024-09-16,C1028,Travel Mug,Kitchen,1,0,Canada,Completed
ORD-2024-100214,2024-10-11,C1073,Resistance Bands,Wellness,2,16.17,Spain,Completed
ORD-2024-100215,2024-10-14,C1078,Resistance Bands,Wellness,-2,16.42,United States,Cancelled
ORD-2024-100216,2024-12-02,C1023,Travel Mug,Kitchen,4,15.35,Netherlands,Completed
ORD-2024-100217,2024-06-22,C1018,Air Purifier Filter,Wellness,2,28.04,Spain,Completed
ORD-2024-100218,2024-03-13,C1011,USB-C Hub,Electronics,4,45.65,France,Processing
ORD-2024-100219,2024-08-02,C1039,Notebook Set,Stationery,2,11.65,Canada,Processing
ORD-2024-100220,2024-10-17,C1019,Yoga Mat,Wellness,3,31.22,United States,Completed
ORD-2024-100221,2024-02-11,C1062,Reusable Water Bottle,Kitchen,1,23.07,Italy,Completed
ORD-2024-100222,05/19/2024,C1044,Notebook Set,Stationery,1,13.04,Germany,Completed
ORD-2024-100223,2024-12-13,C1085,Ergonomic Chair,Home Office,3,218.12,United States,Completed
ORD-2024-100224,2024-07-21,C1026,Desk Lamp,Home Office,-2,29.89,France,Returned
ORD-2024-100225,2024-03-11,C1015,Yoga Mat,Wellness,4,26.23,Italy,Completed
ORD-2024-100226,not available,C1090,Coffee Grinder,Kitchen,1,76.16,Canada,Completed
ORD-2024-100227,2024-07-22,C1002,USB-C Hub,Electronics,5,34.5,Germany,Completed
ORD-2024-100228,2024-06-09,C1090,Resistance Bands,Wellness,3,15.32,Spain,Completed
ORD-2024-100229,2024-02-28,C1021,Ergonomic Chair,Home Office,2,249.63,Italy,Completed
ORD-2024-100230,2024-12-19,C1108,Resistance Bands,Wellness,-1,13.14,France,Returned
ORD-2024-100231,2024-10-28,C1111,Notebook Set,Stationery,2,11.35,Canada,Completed
ORD-2024-100232,2024-06-19,,Desk Lamp,Home Office,4,30.12,France,Completed
ORD-2025-100233,2025-02-01,C1104,Air Purifier Filter,Wellness,2,33.11,United Kingdom,Completed
ORD-2024-100234,2024-02-22,C1077,Desk Lamp,Home Office,1,31.37,Germany,Completed
ORD-2025-100235,2025-01-30,C1072,Noise-Canceling Headphones,Electronics,3,128.58,Italy,Returned
ORD-2025-100236,2025-03-27,C1079,Reusable Water Bottle,Kitchen,3,22.89,Canada,Completed
ORD-2024-100237,2024-08-13,C1038,Noise-Canceling Headphones,Electronics,1,127.74,United States,Completed
ORD-2024-100238,2024-09-16,C1004,Standing Desk Mat,Home Office,1,44.48,Canada,Completed
ORD-2024-100239,2024-05-26,C1109,Resistance Bands,Wellness,1,16.63,Spain,Completed
ORD-2024-100240,2024-10-24,C1114,Gel Pen Pack,Stationery,3,9.23,Italy,Completed
ORD-2025-100241,2025-02-18,C1077,Air Purifier Filter,Wellness,3,28.1,United Kingdom,Completed
ORD-2024-100242,2024-08-18,C1043,Wireless Mouse,Electronics,1,27.98,Germany,Processing
ORD-2024-100243,2024-11-26,C1056,Planner,Stationery,1,16.64,United Kingdom,Completed
ORD-2024-100244,2024-07-09,C1099,Standing Desk Mat,Home Office,-1,43.48,United States,Returned
ORD-2024-100245,2024-11-19,C1012,Yoga Mat,Wellness,3,24.35,Spain,Completed
ORD-2024-100246,2024-05-09,C1116,Ergonomic Chair,Home Office,3,229.29,United Kingdom,Completed
ORD-2024-100247,2024-02-11,C1044,Standing Desk Mat,Home Office,3,40.16,Spain,Completed
ORD-2024-100248,2024-10-31,C1071,Noise-Canceling Headphones,Electronics,3,113.8,Canada,Completed
ORD-2024-100249,2024-03-06,C1094,Resistance Bands,Wellness,3,16.47,Germany,Cancelled
ORD-2024-100250,2024-12-09,C1046,Reusable Water Bottle,Kitchen,2,21.09,United Kingdom,Completed
ORD-2024-100251,2024-06-23,C1028,Desk Lamp,Home Office,-1,34.36,United Kingdom,Returned
ORD-2024-100252,2024-05-31,C1098,USB-C Hub,Electronics,5,35.2,United States,Completed
ORD-2024-100253,2024-06-21,C1076,Reusable Water Bottle,Kitchen,5,22.78,United Kingdom,Completed
ORD-2024-100254,2024-04-02,C1103,Noise-Canceling Headphones,Electronics,5,140.56,Italy,Completed
ORD-2024-100255,2024-07-29,C1124,Wireless Mouse,Electronics,2,26.64,Netherlands,Completed
ORD-2025-100256,2025-01-18,C1030,Yoga Mat,Wellness,4,25.77,Italy,Completed
ORD-2025-100257,2025-03-03,C1073,Air Purifier Filter,Wellness,1,32.66,Italy,Completed
ORD-2024-100258,2024-05-24,C1053,Yoga Mat,Wellness,4,28.02,France,Completed
ORD-2024-100259,11/05/2024,C1082,Yoga Mat,Wellness,1,25.9,Canada,Completed
ORD-2024-100260,2024-02-22,C1015,Planner,Stationery,3,18.09,Germany,Completed
ORD-2024-100261,2024-03-23,,Yoga Mat,Wellness,1,31.4,Germany,Completed
ORD-2024-100262,2024-04-23,C1119,Air Purifier Filter,Wellness,4,-34.58,Spain,Completed
ORD-2024-100263,2024-07-21,C1010,Wireless Mouse,Electronics,2,23.01,France,Completed
ORD-2024-100264,2024-06-12,C1083,Wireless Mouse,Electronics,-1,27.53,United Kingdom,Returned
ORD-2024-100265,20-01-2024,C1089,Noise-Canceling Headphones,Electronics,1,142.85,Italy,Completed
ORD-2024-100266,2024-11-11,C1032,Gel Pen Pack,Stationery,1,7.42,United Kingdom,Completed
ORD-2025-100267,2025-01-07,C1099,Planner,Stationery,3,17.59,France,Completed
ORD-2024-100268,2024-03-03,C1101,Ergonomic Chair,Home Office,1,213.73,Italy,Cancelled
ORD-2024-100269,2024-02-26,C1068,USB-C Hub,Electronics,5,39.99,France,Completed
ORD-2024-100270,2024-03-14,C1045,Coffee Grinder,Kitchen,1,67.19,Spain,Completed
ORD-2024-100271,2024-12-06,C1046,Noise-Canceling Headphones,Electronics,3,130.91,United States,Completed
ORD-2025-100272,2025-03-23,C1125,Notebook Set,Stationery,2,13.52,Netherlands,Completed
ORD-2024-100273,2024-01-09,C1030,Coffee Grinder,Kitchen,2,68.75,Germany,Processing
ORD-2024-100274,2024-10-24,C1005,Yoga Mat,Wellness,4,26.59,Canada,Completed
ORD-2024-100275,2024-11-25,C1059,Resistance Bands,Wellness,1,16.25,Italy,Cancelled
ORD-2024-100276,2024-04-03,C1099,Reusable Water Bottle,Kitchen,4,19.12,United States,Completed
ORD-2024-100277,2024-04-13,C1005,Ergonomic Chair,Home Office,1,199.26,Netherlands,Completed
ORD-2024-100278,2024-07-22,C1032,Planner,Stationery,-2,18.23,France,Returned
ORD-2024-100279,2024-07-01,C1083,Ergonomic Chair,Home Office,5,189.29,Netherlands,Completed
ORD-2025-100280,2025-02-13,C1095,USB-C Hub,Electronics,2,44.66,Spain,Completed
ORD-2024-100281,2024-04-05,C1118,Standing Desk Mat,Home Office,2,44.97,Netherlands,Completed
