timestamp,machine_id,line,shift,product,planned_output,actual_output,scrap_count,downtime_minutes,runtime_minutes,quality_status
2025-02-07 06:00,M-02,Line B,Day,Valve Assembly,96,81,1,42.6,379.4,Review
2025-02-07 14:00,M-09,Line C,Evening,Valve Assembly,88,74,17,0.0,423.1,Pass
2025-02-07 22:00,M-12,Line C,Night,Sensor Module,118,109,3,0.0,428.1,Review
2025-02-08 06:00,M-12,Line C,Day,Bearing Kit,89,72,2,28.0,385.7,Pass
2025-02-08 14:00,M-07,Line A,Evening,Sensor Module,117,114,5,0.0,424.7,Hold
2025-02-08 22:00,M-12,Line C,Night,Pump Housing,135,123,3,8.4,414.2,Review
2025-02-09 06:00,M-06,Line C,Day,Control Panel,127,101,1,38.4,376.3,Pass
2025-02-09 14:00,M-03,Line C,Evening,Sensor Module,87,73,1,2.6,409.4,Review
2025-02-09 22:00,M-12,Line C,Night,Valve Assembly,116,99,3,7.5,405.9,Pass
2025-02-10 06:00,M-06,Line C,Day,Sensor Module,127,112,3,26.5,399.9,Hold
2025-02-10 14:00,M-10,Line A,Evening,Sensor Module,83,68,1,2.1,406.8,Pass
2025-02-10 22:00,M-06,Line C,Night,Valve Assembly,103,84,29,30.4,378.3,Pass
2025-02-11 06:00,M-07,Line A,Day,Bearing Kit,138,135,4,10.7,419.0,Pass
2025-02-11 14:00,M-03,Line C,Evening,Pump Housing,86,78,2,12.9,398.6,Hold
2025-02-11 22:00,M-02,Line B,Night,Control Panel,135,121,2,34.2,397.4,Hold
2025-02-12 06:00,M-01,Line A,Day,Valve Assembly,106,91,25,14.9,412.9,Pass
2025-02-12 14:00,M-03,Line C,Evening,Bearing Kit,109,91,4,0.0,420.0,Pass
2025-02-12 22:00,M-08,Line B,Night,Valve Assembly,120,109,21,1.8,411.0,Pass
2025-02-13 06:00,M-10,Line A,Day,Bearing Kit,126,114,3,41.0,391.2,Pass
2025-02-13 14:00,M-12,Line C,Evening,Control Panel,108,89,2,13.8,412.5,Pass
2025-02-13 22:00,M-06,Line C,Night,Pump Housing,110,90,3,26.6,399.0,Review
2025-02-14 06:00,M-08,Line B,Day,Sensor Module,137,141,3,5.9,391.6,Pass
2025-02-14 14:00,M-03,Line C,Evening,Bearing Kit,88,83,2,0.0,423.3,Review
2025-02-14 22:00,M-08,Line B,Night,Valve Assembly,87,89,1,10.2,417.0,Review
2025-02-15 06:00,M-08,Line B,Day,Sensor Module,85,75,2,0.0,426.8,Pass
2025-02-15 14:00,M-08,Line B,Evening,Valve Assembly,123,98,4,23.8,395.6,Hold
2025-02-15 22:00,M-09,Line C,Night,Sensor Module,100,99,4,0.0,440.3,Pass
2025-02-16 06:00,M-02,Line B,Day,Control Panel,92,92,4,5.1,410.7,Pass
2025-02-16 14:00,M-06,Line C,Evening,Valve Assembly,98,91,1,28.5,386.3,Pass
2025-02-16 22:00,M-05,Line B,Night,Sensor Module,128,123,6,10.2,401.4,Hold
2025-02-17 06:00,M-02,Line B,Day,Bearing Kit,145,124,6,9.4,419.3,Pass
2025-02-17 14:00,M-03,Line C,Evening,Pump Housing,89,82,3,11.0,429.3,Pass
2025-02-17 22:00,M-10,Line A,Night,Pump Housing,128,119,6,23.0,403.2,Pass
2025-02-18 06:00,M-07,Line A,Day,Control Panel,110,105,2,36.9,380.0,Review
2025-02-18 14:00,M-04,Line A,Evening,Control Panel,136,126,6,6.9,415.4,Hold
2025-02-18 22:00,M-03,Line C,Night,Control Panel,86,72,3,0.0,401.1,Pass
2025-02-19 06:00,M-02,Line B,Day,Pump Housing,114,95,4,2.0,422.5,Pass
2025-02-19 14:00,M-01,Line A,Evening,Bearing Kit,86,71,1,7.2,419.8,Pass
2025-02-19 22:00,M-12,Line C,Night,Control Panel,98,92,1,25.5,402.0,Review
2025-02-20 06:00,M-10,Line A,Day,Valve Assembly,90,89,3,27.7,393.3,Pass
2025-02-20 14:00,M-04,Line A,Evening,Control Panel,95,84,1,32.0,391.7,Hold
2025-02-20 22:00,M-09,Line C,Night,Valve Assembly,145,118,3,0.0,411.3,Pass
2025-02-21 06:00,M-11,Line B,Day,Valve Assembly,126,126,4,33.6,392.4,Review
2025-02-21 14:00,M-01,Line A,Evening,Bearing Kit,127,111,4,17.9,404.3,Hold
2025-02-21 22:00,M-12,Line C,Night,Control Panel,97,79,3,34.9,389.2,Review
2025-02-22 06:00,M-11,Line B,Day,Pump Housing,97,81,0,40.3,387.7,Pass
2025-02-22 14:00,M-06,Line C,Evening,Control Panel,145,120,4,0.0,433.2,Pass
2025-02-22 22:00,M-11,Line B,Night,Control Panel,114,108,5,27.5,400.6,Pass
2025-02-23 06:00,M-08,Line B,Day,Bearing Kit,127,120,1,33.1,380.3,Pass
2025-02-23 14:00,M-09,Line C,Evening,Control Panel,121,107,4,28.0,398.4,Review
2025-02-23 22:00,M-06,Line C,Night,Bearing Kit,85,76,2,13.5,380.3,Pass
2025-02-24 06:00,M-02,Line B,Day,Bearing Kit,126,104,5,0.0,418.4,Review
2025-02-24 14:00,M-01,Line A,Evening,Pump Housing,88,88,1,19.8,417.4,Review
2025-02-24 22:00,M-06,Line C,Night,Control Panel,136,120,4,19.5,384.9,Pass
2025-02-25 06:00,M-01,Line A,Day,Pump Housing,143,141,5,0.0,417.0,Hold
2025-02-25 14:00,M-05,Line B,Evening,Bearing Kit,105,102,3,37.7,398.7,Pass
2025-02-25 22:00,M-11,Line B,Night,Control Panel,88,74,3,7.0,409.9,Pass
2025-02-26 06:00,M-06,Line C,Day,Sensor Module,108,104,1,24.8,400.8,Pass
2025-02-26 14:00,M-08,Line B,Evening,Sensor Module,96,98,4,13.5,403.2,Review
2025-02-26 22:00,M-10,Line A,Night,Valve Assembly,96,89,2,37.8,379.2,Hold
2025-02-27 06:00,M-11,Line B,Day,Sensor Module,103,102,4,18.8,394.9,Pass
2025-02-27 14:00,M-03,Line C,Evening,Pump Housing,121,109,2,27.2,389.4,Pass
2025-02-27 22:00,M-11,Line B,Night,Sensor Module,115,103,1,26.4,400.8,Pass
2025-02-28 06:00,M-03,Line C,Day,Sensor Module,123,98,1,27.9,379.2,Hold
2025-02-28 14:00,M-05,Line B,Evening,Pump Housing,133,122,4,15.4,402.6,Pass
2025-02-28 22:00,M-11,Line B,Night,Bearing Kit,118,107,3,0.0,425.3,Pass
2025-03-01 06:00,M-06,Line C,Day,Control Panel,124,113,2,25.3,393.7,Pass
2025-03-01 14:00,M-08,Line B,Evening,Pump Housing,98,90,1,27.5,398.2,Pass
2025-03-01 22:00,M-06,Line C,Night,Sensor Module,120,108,5,21.0,405.6,Pass
2025-03-02 06:00,M-07,Line A,Day,Sensor Module,138,110,3,27.5,390.8,Review
2025-03-02 14:00,,Line B,Evening,Sensor Module,81,77,3,26.5,383.1,Review
2025-03-02 22:00,M-01,Line A,Night,Sensor Module,104,94,3,10.5,417.0,Hold
2025-03-03 06:00,M-11,Line B,Day,Sensor Module,95,96,3,22.4,401.5,Pass
2025-03-03 14:00,M-04,Line A,Evening,Sensor Module,145,129,4,101.7,320.3,Hold
2025-03-03 22:00,M-03,Line C,Night,Control Panel,120,101,2,40.4,410.9,Hold
2025-03-04 06:00,M-08,Line B,Day,Sensor Module,118,97,2,15.5,404.8,Pass
2025-03-04 14:00,M-10,Line A,Evening,Bearing Kit,113,102,4,41.9,373.8,Pass
2025-03-04 22:00,M-09,Line C,Night,Sensor Module,128,98,2,89.7,344.8,Review
2025-03-05 06:00,M-12,Line C,Day,Pump Housing,132,132,5,0.0,419.8,Hold
2025-03-05 14:00,M-04,Line A,Evening,Sensor Module,121,120,3,34.0,385.8,Hold
2025-03-05 22:00,M-06,Line C,Night,Control Panel,141,119,6,21.7,406.7,Pass
2025-03-06 06:00,M-12,Line C,Day,Pump Housing,142,139,3,12.7,417.4,Hold
2025-03-06 14:00,M-07,Line A,Evening,Bearing Kit,124,104,4,42.3,371.6,Review
2025-03-06 22:00,M-11,Line B,Night,Control Panel,141,129,2,23.9,418.0,Hold
2025-03-07 06:00,M-04,Line A,Day,Pump Housing,86,70,2,9.7,397.4,Pass
2025-03-07 14:00,M-11,Line B,Evening,Pump Housing,80,72,3,55.7,357.0,Pass
2025-03-07 22:00,M-05,Line B,Night,Control Panel,116,109,3,0.0,399.2,Pass
2025-03-08 06:00,M-03,Line C,Day,Bearing Kit,102,99,1,21.5,397.2,Pass
2025-03-08 14:00,M-01,Line A,Evening,Valve Assembly,118,102,5,11.9,405.7,Review
2025-03-08 22:00,M-03,Line C,Night,Sensor Module,139,134,5,14.4,427.2,Pass
2025-03-09 06:00,M-12,Line C,Day,Control Panel,117,117,5,0.0,411.7,Hold
2025-03-09 14:00,M-06,Line C,Evening,Valve Assembly,131,114,2,13.7,399.6,Pass
2025-03-09 22:00,M-08,Line B,Night,Control Panel,122,106,1,101.8,336.4,Pass
2025-03-10 06:00,M-03,Line C,Day,Bearing Kit,144,133,5,43.9,364.4,Pass
2025-03-10 14:00,M-10,Line A,Evening,Pump Housing,108,108,2,33.4,383.0,Review
2025-03-10 22:00,M-09,Line C,Night,Pump Housing,111,102,3,10.0,395.4,Hold
2025-03-11 06:00,M-02,Line B,Day,Valve Assembly,144,141,4,23.1,411.1,Hold
2025-03-11 14:00,M-08,Line B,Evening,Valve Assembly,145,130,4,13.5,407.9,Pass
2025-03-11 22:00,M-12,Line C,Night,Valve Assembly,130,106,3,18.0,402.9,Hold
2025-03-12 06:00,M-01,Line A,Day,Valve Assembly,140,133,7,32.1,390.3,Review
2025-03-12 14:00,M-06,Line C,Evening,Bearing Kit,137,127,5,38.8,362.1,Pass
2025-03-12 22:00,M-02,Line B,Night,Pump Housing,130,106,1,0.0,416.5,Hold
2025-03-13 06:00,M-07,Line A,Day,Sensor Module,128,109,5,22.7,389.2,Pass
2025-03-13 14:00,M-01,Line A,Evening,Bearing Kit,82,73,2,18.3,406.2,Pass
2025-03-13 22:00,M-12,Line C,Night,Valve Assembly,131,129,2,1.8,423.8,Pass
2025-03-14 06:00,M-12,Line C,Day,Sensor Module,120,104,5,0.0,410.3,Hold
2025-03-14 14:00,M-04,Line A,Evening,Bearing Kit,118,114,2,15.2,419.9,Hold
2025-03-14 22:00,M-08,Line B,Night,Valve Assembly,124,105,3,37.5,376.1,Review
2025-03-15 06:00,M-03,Line C,Day,Sensor Module,140,116,3,18.6,410.0,Review
2025-03-15 14:00,M-07,Line A,,Sensor Module,97,80,2,9.8,416.1,Hold
2025-03-15 22:00,M-12,Line C,Night,Pump Housing,86,85,1,15.6,422.2,Hold
2025-03-16 06:00,M-04,Line A,Day,Bearing Kit,106,84,4,26.6,385.5,Pass
2025-03-16 14:00,M-12,Line C,Evening,Bearing Kit,111,95,2,10.7,391.7,Review
2025-03-16 22:00,M-09,Line C,Night,Control Panel,119,98,5,16.8,417.6,Pass
2025-03-17 06:00,M-04,Line A,Day,Control Panel,120,101,2,2.6,425.3,Hold
2025-03-17 14:00,M-12,Line C,Evening,Bearing Kit,117,114,3,25.2,403.6,Pass
2025-03-17 22:00,M-05,Line B,Night,Bearing Kit,142,120,4,0.0,424.7,Hold
2025-03-18 06:00,M-11,Line B,Day,Valve Assembly,84,68,0,20.9,395.1,Pass
2025-03-18 14:00,M-02,Line B,Evening,Pump Housing,81,76,3,21.0,412.0,Review
2025-03-18 22:00,M-01,Line A,Night,Valve Assembly,132,131,1,35.1,386.0,Review
2025-03-19 06:00,M-03,Line C,Day,Valve Assembly,92,79,2,7.7,410.9,Pass
2025-03-19 14:00,M-06,Line C,Evening,Bearing Kit,138,133,6,0.0,405.5,Pass
2025-03-19 22:00,M-02,Line B,Night,Bearing Kit,128,123,1,6.6,422.9,Pass
2025-03-20 06:00,M-10,Line A,Day,Valve Assembly,85,78,1,21.8,423.8,Pass
2025-03-20 14:00,M-09,Line C,Evening,Sensor Module,84,71,3,100.7,340.4,Review
2025-03-20 22:00,M-02,Line B,Night,Control Panel,100,96,3,1.3,412.6,Pass
2025-03-21 06:00,M-12,Line C,Day,Valve Assembly,144,122,1,17.6,391.3,Hold
2025-03-21 14:00,M-10,Line A,Evening,Bearing Kit,121,108,2,29.0,392.8,Review
2025-03-21 22:00,M-03,Line C,Night,Sensor Module,128,120,1,34.7,393.8,Pass
2025-03-22 06:00,M-12,Line C,Day,Bearing Kit,120,108,4,14.1,409.9,Pass
2025-03-22 14:00,M-03,Line C,Evening,Bearing Kit,137,114,3,2.3,412.7,Pass
2025-03-22 22:00,M-07,Line A,Night,Valve Assembly,117,110,6,0.0,430.8,Hold
2025-03-23 06:00,M-03,Line C,Day,Bearing Kit,101,81,2,25.6,402.2,Review
2025-03-23 14:00,M-02,Line B,Evening,Control Panel,112,102,3,39.0,374.4,Pass
2025-03-23 22:00,M-07,Line A,Night,Control Panel,128,125,6,22.2,387.7,Pass
2025-03-24 06:00,M-05,Line B,Day,Control Panel,105,92,3,9.3,411.7,Hold
2025-03-24 14:00,M-04,Line A,Evening,Control Panel,128,129,2,13.3,427.4,Pass
2025-03-24 22:00,M-11,Line B,Night,Sensor Module,83,73,1,32.9,383.2,Review
2025-03-25 06:00,M-11,Line B,Day,Bearing Kit,97,93,4,11.0,402.4,Hold
2025-03-25 14:00,M-08,Line B,Evening,Sensor Module,131,119,1,0.0,414.2,Hold
2025-03-25 22:00,M-10,Line A,Night,Valve Assembly,93,87,1,20.4,382.2,Review
2025-03-26 06:00,M-06,Line C,Day,Bearing Kit,93,84,3,28.8,391.8,Review
2025-03-26 14:00,M-06,Line C,Evening,Bearing Kit,139,121,1,20.6,383.6,Review
2025-03-26 22:00,M-02,Line B,Night,Valve Assembly,98,90,2,10.6,418.4,Review
2025-03-27 06:00,M-06,Line C,Day,Valve Assembly,118,99,4,127.2,298.0,Pass
2025-03-27 14:00,M-09,Line C,Evening,Pump Housing,100,98,3,10.8,420.2,Review
2025-03-27 22:00,M-07,Line A,Night,Valve Assembly,105,82,19,75.9,348.1,Pass
2025-03-28 06:00,M-10,Line A,Day,Valve Assembly,103,98,3,11.8,414.1,Pass
2025-03-28 14:00,M-10,Line A,Evening,Bearing Kit,130,123,5,6.9,407.3,Pass
2025-03-28 22:00,M-10,Line A,Night,Sensor Module,90,75,2,12.3,398.5,Review
2025-03-29 06:00,M-07,Line A,Day,Sensor Module,97,90,4,4.9,409.4,Pass
2025-03-29 14:00,M-09,Line C,Evening,Pump Housing,142,133,6,15.8,411.7,Review
2025-03-29 22:00,M-03,Line C,Night,Pump Housing,129,120,3,34.2,382.6,Review
2025-03-30 06:00,M-03,Line C,Day,Valve Assembly,83,70,1,93.8,318.1,Review
2025-03-30 14:00,M-09,Line C,Evening,Sensor Module,94,96,3,8.1,407.7,Review
2025-03-30 22:00,M-09,Line C,Night,Pump Housing,134,113,6,39.1,394.5,Pass
2025-03-31 06:00,M-02,Line B,Day,Bearing Kit,95,88,2,19.7,391.6,Review
2025-03-31 14:00,M-03,Line C,Evening,Sensor Module,97,89,3,23.6,374.9,Pass
2025-03-31 22:00,M-06,Line C,Night,Control Panel,117,119,5,0.0,406.9,Review
2025-04-01 06:00,M-01,Line A,Day,Control Panel,96,84,1,15.8,398.1,Review
2025-04-01 14:00,M-08,Line B,Evening,Pump Housing,114,112,4,8.6,403.0,Pass
2025-04-01 22:00,M-12,Line C,Night,Control Panel,138,123,3,85.9,330.8,Pass
2025-04-02 06:00,M-02,Line B,Day,Sensor Module,130,111,5,21.0,411.5,Hold
2025-04-02 14:00,M-03,Line C,Evening,Sensor Module,142,114,4,25.1,370.2,Pass
2025-04-02 22:00,M-02,Line B,Night,Pump Housing,136,141,7,0.0,430.0,Pass
2025-04-03 06:00,M-03,Line C,Day,Control Panel,91,91,1,12.0,400.5,Pass
2025-04-03 14:00,M-12,Line C,Evening,Pump Housing,134,97,3,111.8,292.7,Review
2025-04-03 22:00,M-01,Line A,Night,Valve Assembly,123,100,1,35.1,352.3,Pass
2025-04-04 06:00,M-02,Line B,Day,Control Panel,127,122,1,23.6,392.0,Pass
2025-04-04 14:00,M-02,Line B,Evening,Sensor Module,81,69,3,11.6,403.8,Hold
2025-04-04 22:00,M-11,Line B,Night,Bearing Kit,107,99,2,23.5,399.4,Pass
2025-04-05 06:00,M-03,Line C,Day,Pump Housing,115,111,2,11.5,401.4,Pass
2025-04-05 14:00,M-11,Line B,Evening,Control Panel,106,93,1,1.4,417.0,Pass
2025-04-05 22:00,M-08,Line B,Night,Bearing Kit,94,93,0,19.1,418.0,Pass
2025-04-06 06:00,M-03,Line C,Day,Bearing Kit,133,136,18,3.9,429.7,Pass
2025-04-06 14:00,M-05,Line B,Evening,Pump Housing,85,70,2,48.2,358.1,Review
2025-04-06 22:00,M-12,Line C,Night,Bearing Kit,90,74,1,7.0,401.5,Pass
2025-04-07 06:00,M-09,Line C,Day,Control Panel,130,124,2,0.0,409.5,Pass
2025-04-07 14:00,M-01,Line A,Evening,Pump Housing,91,73,2,24.2,393.1,Pass
2025-04-07 22:00,M-02,Line B,Night,Valve Assembly,97,89,4,15.5,397.7,Pass
2025-04-08 06:00,M-06,Line C,Day,Pump Housing,114,99,2,17.2,396.8,Pass
2025-04-08 14:00,M-12,Line C,Evening,Sensor Module,89,65,1,118.3,302.0,Hold
